original_index_1,original_index_2,title1,title2,ratio,token_sort,token_set,final_score,year1,year2,doi1,doi2,source1,source2
161757,168054,Framework for Ensuring Effectiveness of Maintenance in Building Services,Framework for ensuring effectiveness of maintenance in building services,100.0,100.0,100.0,100.0,2015.0,2015.0,,,repositories_combined,repositories_combined
83814,88922,Epidemiology of dengue and dengue haemorrhagic fever in the Northern in Sri Lanka from 2009 to 2012,Epidemiology of dengue and dengue haemorrhagic fever in the Northern in Sri Lanka from 2009 to 2012,100.0,100.0,100.0,100.0,2015.0,2015.0,,,repositories_combined,repositories_combined
144772,100182,Volatile profiles of traditional aromatic rice varieties in Sri Lanka,Volatile profiles of traditional aromatic rice varieties in Sri Lanka,100.0,100.0,100.0,100.0,2014.0,2014.0,10.4038/jnsfsr.v42i1.6683,,sljol; repositories_combined,repositories_combined
96031,82890,Validity of the Sinhala version of the Centre for Epidemiological Studies Depression Scale (CES-D) in out-patients,Validity of the Sinhala version of the Centre for Epidemiological Studies Depression Scale (CES-D) in out-patients,100.0,100.0,100.0,100.0,2014.0,2014.0,,10.4038/cmj.v59i1.6732,repositories_combined,repositories_combined; sljol
160896,57178,Numerical investigation on the effect of valve and injection timing on the performance of a port-fuelled hydrogen internal combustion engine,Numerical Investigation on the Effect of Valve and Injection Timing on the Performance of a Port-Fuelled Hydrogen Internal Combustion Engine,100.0,100.0,100.0,100.0,2024.0,2024.0,,10.1109/mercon63886.2024.10688770,repositories_combined,openalex; crossref
51154,28502,Netdiffus: Network Traffic Generation by Diffusion Models Through Time-Series Imaging,NetDiffus: Network traffic generation by diffusion models through time-series imaging,100.0,100.0,100.0,100.0,2024.0,2024.0,10.2139/ssrn.4772614,10.1016/j.comnet.2024.110616,openalex; crossref,openalex; crossref
163708,168826,Editor’s Note,Editor’s Note,100.0,100.0,100.0,100.0,2024.0,2024.0,10.31705/idr.v1(1).2024en,10.31705/idr.v1(2).2024en,repositories_combined,repositories_combined
157942,49939,DRL-Based charging power and price optimization framework for EV charging stations,DRL-Based Charging Power and Price Optimization Framework for EV Charging Stations,100.0,100.0,100.0,100.0,2024.0,2024.0,,10.1109/mercon63886.2024.10688572,repositories_combined,openalex; crossref
131222,155926,Determination of effective Nitrogen level to optimize yield and quality of potato varieties of connect and masai,Determination of effective nitrogen level to optimize yield and quality of potato varieties of Connect and Masai,100.0,100.0,100.0,100.0,2024.0,2024.0,,10.4038/tare.v27i4.5716,repositories_combined,sljol; repositories_combined
3355,56272,Design-informed generative modelling of skeletal structures using structural optimization,Design-Informed Generative Modelling of Skeletal Structures Using Structural Optimization,100.0,100.0,100.0,100.0,2024.0,2024.0,10.1016/j.compstruc.2024.107474,10.2139/ssrn.4727205,openalex; crossref,openalex; crossref
56421,5761,Clinical characteristics and outcomes of pulmonary haemorrhage in leptospirosis: A retrospective cohort study from Sri Lanka,Clinical characteristics and outcomes of pulmonary haemorrhage in leptospirosis: A retrospective cohort study from Sri Lanka,100.0,100.0,100.0,100.0,2024.0,2024.0,10.6019/s-bsst1368,10.1101/2024.03.25.24304826,openalex; crossref,openalex; crossref
156672,156791,"Assessment of the Status of Microbiota Characteristics, Physico Chemical Characteristics, Water Quality Index, and Trophic Level Index at Beira Lake, Colombo, Sri Lanka","Assessment of the Status of Microbiota Characteristics, Physico-Chemical Characteristics, Water Quality Index, and Trophic Level Index at Beira Lake, Colombo, Sri Lanka",100.0,100.0,100.0,100.0,2024.0,2024.0,,,repositories_combined,repositories_combined
73562,154113,A Study on Challenges Faced by Teachers in Teaching ICT,A Study on Challenges Faced by Teachers in Teaching ICT,100.0,100.0,100.0,100.0,2024.0,2024.0,,10.4038/p.v15i1.10,repositories_combined,sljol; repositories_combined
95267,95268,விஞ்ஞான - ஆன்மீக இடைவினைகள் ஒரு கிறிஸ்தவ பார்வை,விஞ்ஞான - ஆன்மீக இடைவினைகள்: ஒரு கிறிஸ்தவ பார்வை,100.0,100.0,100.0,100.0,2023.0,2023.0,,,repositories_combined,repositories_combined
54849,41170,Traditional Medicine and Global Public Health,Traditional Medicine and Global Public Health,100.0,100.0,100.0,100.0,2023.0,2023.0,10.1007/978-3-030-96778-9_16-1,10.1007/978-3-031-25110-8_16,openalex; crossref,openalex; crossref
19482,86757,The Art of Timing: Unpacking the Market Timing's Long -Term Impact on Capital Structure: With Reference to Listed Companies in Colombo Stock Exchange,The Art of Timing: Unpacking The Market Timing's Long -Term Impact on Capital Structure:with Reference to Listed Companies in Colombo Stock Exchange,100.0,100.0,100.0,100.0,2023.0,2023.0,10.4038/ijabf.v9i2.141,,openalex; crossref; sljol; repositories_combined,repositories_combined
16429,16450,"Review of: ""Coconut flower - market potential and future forecast in the Coconut Land (Bến Tre), Vietnam""","Review of: ""Coconut flower - market potential and future forecast in the Coconut Land (Bến Tre), Vietnam""",100.0,100.0,100.0,100.0,2023.0,2023.0,10.32388/fazngv,10.32388/m0729p,openalex; crossref,openalex; crossref
44421,85883,Protein-Losing Enteropathy as the First Presentation of Systemic Lupus Erythematosus in a Resource-Limited Setting in Sri Lanka: A Case Report,Protein-Losing Enteropathy as the First Presentation of Systemic Lupus Erythematosus in a Resource-Limited Setting in Sri Lanka: A Case Report,100.0,100.0,100.0,100.0,2023.0,2023.0,10.7759/cureus.36619,,openalex; crossref,repositories_combined
31564,32807,Managing Excess Lead Iodide with Functionalized Oxo‐Graphene Nanosheets for Stable Perovskite Solar Cells,Managing Excess Lead Iodide with Functionalized Oxo‐Graphene Nanosheets for Stable Perovskite Solar Cells,100.0,100.0,100.0,100.0,2023.0,2023.0,10.1002/anie.202307395,10.1002/ange.202307395,openalex; crossref,openalex; crossref
55534,54903,List of contributors,List of contributors,100.0,100.0,100.0,100.0,2023.0,2023.0,10.1016/b978-0-323-91803-9.01002-7,10.1016/b978-0-323-99446-0.00022-2,openalex; crossref,openalex; crossref
41169,50754,"Label-free visualization of internal organs and assessment of anatomical differences among adult Anopheles, Aedes, and Culex mosquito specimens using bidirectional optical coherence tomography","Label-Free Visualization of Internal Organs and Assessment of Anatomical Differences Among Adult Anopheles, Aedes, and Culex Mosquito Specimens Using Bidirectional Optical Coherence Tomography",100.0,100.0,100.0,100.0,2023.0,2023.0,10.1016/j.optlastec.2023.109849,10.2139/ssrn.4341704,openalex; crossref; repositories_combined,openalex; crossref
26189,68790,Investigation of Impact of Phosphate Fertilizer Applied to Paddy Fields on Water Quality of Nearby Reservoirs,Investigation of Impact of Phosphate Fertilizer Applied to Paddy Fields on Water Quality of Nearby Reservoirs,100.0,100.0,100.0,100.0,2023.0,2023.0,10.47191/ijcsrr/v6-i4-25,10.5281/zenodo.7835041,openalex; crossref,openalex
160091,48646,Green insight: a novel approach to detecting and classifying macro nutrient deficiencies in paddy leaves.,Green Insight: A Novel Approach to Detecting and Classifying Macro Nutrient Deficiencies in Paddy Leaves.,100.0,100.0,100.0,100.0,2023.0,2023.0,,10.1109/icitr61062.2023.10382864,repositories_combined,openalex; crossref
89098,154259,Examining the synergies implication of merger and acquisition in banking sector: evidence from emerging economy,Examining the Synergies Implication of Merger and Acquisition in Banking Sector: Evidence from Emerging Economy,100.0,100.0,100.0,100.0,2023.0,2023.0,,10.4038/ijabf.v9i1.136,repositories_combined,sljol; repositories_combined
72766,72767,Isolation of Salmonella species in Rousettus leschenaulti fruit bats in Sri Lanka,Isolation of Salmonella species in Rousettus leschenaulti fruit bats in Sri Lanka,100.0,100.0,100.0,100.0,2016.0,2016.0,10.5281/zenodo.21108712,10.5281/zenodo.21108713,openalex,openalex
99607,144524,Interdisciplinarity and multidisciplinarity in research,Interdisciplinarity and multidisciplinarity in research,100.0,100.0,100.0,100.0,2016.0,2016.0,,10.4038/jnsfsr.v44i1.7975,repositories_combined,sljol; repositories_combined
121974,121090,FSC3212 - Marketing Management,FSC3212 -Marketing Management,100.0,100.0,100.0,100.0,2016.0,2016.0,,,repositories_combined,repositories_combined
89486,67894,Framework of Technology in Marketing World: A Theoretical Review,Framework of Technology in Marketing World: A Theoretical Review,100.0,100.0,100.0,100.0,2016.0,2016.0,,,repositories_combined,openalex
151914,147264,Defending medical negligence claims: a surgeon's guide (part I),Defending medical negligence claims: a surgeon's guide (part I),100.0,100.0,100.0,100.0,2016.0,2016.0,10.4038/sljs.v34i4.8317,10.4038/sljs.v35i4.8317,sljol; repositories_combined,sljol; repositories_combined
19739,87209,Challenges and opportunities associated with development of small and medium enterprises in Jaffna district,Challenges and opportunities associated with development of small and medium enterprises in jaffna district,100.0,100.0,100.0,100.0,2016.0,2016.0,10.4038/jbs.v3i1.32,,openalex; crossref; sljol; repositories_combined,repositories_combined
51603,54076,Analysis of packet flooding in dense MANETs using a probabilistic model,Analysis of packet flooding in dense MANETs using a probabilistic model,100.0,100.0,100.0,100.0,2016.0,2016.0,10.1109/icact.2016.7423266,10.1109/icact.2016.7423265,openalex; crossref,openalex; crossref
12072,67931,An Economic Analysis Based on Equivalent Variance of the Fertilizer Subsidy: A Case of Mahaweli System H in Sri Lanka,An Economic Analysis based on Equivalent Variance of the Fertilizer Subsidy: A Case of Mahaweli System H in Sri Lanka,100.0,100.0,100.0,100.0,2016.0,2016.0,10.2139/ssrn.2910301,,openalex; crossref,openalex
87546,19753,Comprehensive Model for Understanding and Enhancing Pro- Environmental Purchase Behavior: Towards A Conceptual Framework,Comprehensive model for understanding and enhancing pro-environmental purchase behavior: Towards a conceptual framework,100.0,100.0,100.0,100.0,2017.0,2017.0,,10.4038/jbs.v4i1.9,repositories_combined,openalex; crossref; sljol; repositories_combined
87195,66682,Cash holdings and corporate performance: Evidence from Sri Lanka,Cash holdings and corporate performance: Evidence from Sri Lanka,100.0,100.0,100.0,100.0,2017.0,2017.0,,,repositories_combined,openalex
7726,166308,A Decision Support System for demand planning: A case study from manufacturing industry,A Decision support system for demand planning: a case study from manufacturing industry,100.0,100.0,100.0,100.0,2017.0,2017.0,10.1109/mercon.2017.7980472,,openalex; crossref,repositories_combined
82252,5526,A comparative study of generalized linear mixed modelling and artificial neural network approach for the joint modelling of survival and incidence of Dengue patients in Sri Lanka,A comparative study of generalized linear mixed modelling and artificial neural network approach for the joint modelling of survival and incidence of Dengue patients in Sri Lanka,100.0,100.0,100.0,100.0,2017.0,2017.0,,10.1088/1742-6596/890/1/012135,repositories_combined,openalex; crossref
25245,99368,A comparison of production and economic performances of broilers raised under naturally ventilated open-house and tunnel ventilated closed-house systems in Sri Lanka,A comparison of production and economic performances of broilers raised under naturally ventilated open-house and tunnel ventilated closed-house systems in Sri Lanka,100.0,100.0,100.0,100.0,2017.0,2017.0,10.4038/tare.v20i3-4.5393,,openalex; crossref; sljol; repositories_combined,repositories_combined
94422,135540,டாக்டர் அப்துல் கலாமின் தலைமைத்துவம் - ஓர் பன்முகப் பார்வை,டாக்டர் அப்துல் கலாமின் தலைமைத்துவம் - ஓர் பன்முகப் பார்வை,100.0,100.0,100.0,100.0,2016.0,2016.0,,,repositories_combined,repositories_combined
23579,86381,Validation of rapid tests to detect urinary tract infection,Validation of rapid tests to detect urinary tract infection,100.0,100.0,100.0,100.0,2016.0,2016.0,10.4038/sljid.v6i2.8113,,openalex; crossref; sljol; repositories_combined,repositories_combined
95478,147606,Trends and risk factors for obesity among HIV positive Nigerians on antiretroviral therapy,Trends and risk factors for obesity among HIV positive Nigerians on antiretroviral therapy,100.0,100.0,100.0,100.0,2016.0,2016.0,,10.4038/cmj.v61i2.8300,repositories_combined,sljol; repositories_combined
86016,92452,Sarcoidosis with Splenic Involvement: Two Case Reports from a Single Centre from Northern Sri Lanka,Sarcoidosis with Splenic Involvement: Two Case Reports from a Single Centre from Northern Sri Lanka,100.0,100.0,100.0,100.0,2016.0,2016.0,,,repositories_combined,repositories_combined
42200,77435,Quality of information available over internet on laparoscopic cholecystectomy,Quality of information available over internet on laparoscopic cholecystectomy,100.0,100.0,100.0,100.0,2016.0,2016.0,10.4103/0972-9941.186691,,openalex; crossref,repositories_combined
45403,109139,Outcome of early coronary intervention for acute ST elevation myocardial infarction in a tertiary care cardiac centre in Sri Lanka,Outcome of early coronary intervention for acute ST elevation myocardial infarction in a tertiary care cardiac centre in Sri Lanka,100.0,100.0,100.0,100.0,2016.0,2016.0,10.4038/cmj.v61i1.8258,,openalex; crossref; sljol; repositories_combined,repositories_combined
49096,170122,ECG Beat Classification using Capsule Networks,ECG beat classification using capsule networks,100.0,100.0,100.0,100.0,2023.0,2023.0,10.1109/slaai-icai59257.2023.10365030,,openalex; crossref,repositories_combined
55557,44862,"Computational analysis and experimental verification of donor-acceptor behaviour of berberine, and its co-oligomers and co-polymers with ethylenedıoxythıophene","Computational analysis and experimental verification of donor–acceptor behaviour of berberine, and its co-oligomers and co-polymers with ethylenedıoxythıophene",100.0,100.0,100.0,100.0,2023.0,2023.0,10.21203/rs.3.rs-3351649/v1,10.1038/s41598-023-47541-7,openalex; crossref,openalex; crossref
36816,44843,"Campylobacter: Animal Reservoirs, Human Infections, and Options for Control","Campylobacter: Animal Reservoirs, Human Infections, and Options for Control",100.0,100.0,100.0,100.0,2023.0,2023.0,10.1007/978-3-031-27164-9_6,10.1007/978-3-030-85877-3_6-1,openalex; crossref,openalex; crossref
134717,14745,A comparative review on iron deficiency anemia among children and long-term strategy,A Comparative Review on Iron Deficiency Anemia among Children and Long-Term Strategy,100.0,100.0,100.0,100.0,2023.0,2023.0,,10.31344/ijhhs.v7i2.537,repositories_combined,openalex; crossref
118979,125392,2023 - PH 4143,2023 - PH 4143,100.0,100.0,100.0,100.0,2023.0,2023.0,,,repositories_combined,repositories_combined
68522,14232,Predicting Bankruptcy Of Selected Manufacturing Companies Listed In Colombo Stock Exchange: Applying Altman'S Z-Score,PREDICTING BANKRUPTCY OF SELECTED MANUFACTURING COMPANIES LISTED IN COLOMBO STOCK EXCHANGE: APPLYING ALTMAN’S Z-SCORE,100.0,100.0,100.0,100.0,2017.0,2017.0,10.5281/zenodo.376051,10.29121/granthaalayah.v5.i2.2017.1743,openalex,openalex; crossref
109801,19911,New oral anticoagulants in clinical practice - time to replace warfarin?,New oral anticoagulants in clinical practice – time to replace warfarin?,100.0,100.0,100.0,100.0,2017.0,2017.0,,10.4038/jccp.v48i1.7811,repositories_combined,openalex; crossref; sljol; repositories_combined
44045,134382,Muslim Socio-culture and Majority-Minority Relations in recent Sri Lanka,Muslim socio-culture and majority-minority relations in recent Sri Lanka,100.0,100.0,100.0,100.0,2017.0,2017.0,10.5539/jpl.v10n2p105,,openalex; crossref,repositories_combined
145129,109712,"Morphological, SSR and ISSR marker based genetic diversity assessment of mountain papaya germplasm in comparison with Carica papaya","Morphological, SSR and ISSR marker based genetic diversity assessment of mountain papaya germplasm in comparison with Carica papaya",100.0,100.0,100.0,100.0,2017.0,2017.0,10.4038/jnsfsr.v45i3.8190,,sljol; repositories_combined,repositories_combined
96021,20733,Microbial biofilms and mitigation of loss of agro-biodiversity in degraded soils,Microbial biofilms and mitigation of loss of agro-biodiversity in degraded soils,100.0,100.0,100.0,100.0,2017.0,2017.0,,10.4038/jnsfsr.v45i4.8226,repositories_combined,openalex; crossref; sljol; repositories_combined
79895,135129,"IMPACT OF MARKETING MIX STRATEGIES ON PERFORMANCE OF TOURIST HOTELS IN THE EASTERN PROVINCE, SRI LANKA","Impact of marketing mix strategies on performance of tourist hotels in the eastern province, Sri Lanka",100.0,100.0,100.0,100.0,2017.0,2017.0,,,repositories_combined,repositories_combined
97846,155485,Impact of moderate intensity pulsed electric field (MIPEF) treatment on lycopene content and lycopene in vitrobioaccessibility of whole tomato,Impact of moderate intensity pulsed electric field (MIPEF) Treatment on Lycopene Content and Lycopene In VitroBioaccessibility of whole tomato,100.0,100.0,100.0,100.0,2017.0,2017.0,,10.4038/tar.v28i4.8245,repositories_combined,sljol; repositories_combined
7714,165059,Identifying spatial terminology and boundaries for human robot interaction: A human study,Identifying spatial terminology and boundaries for human robot interaction: a human study,100.0,100.0,100.0,100.0,2017.0,2017.0,10.1109/mercon.2017.7980454,,openalex; crossref,repositories_combined
67739,45593,HTA IN CENTRAL-EASTERN-SOUTHERN EUROPE: FINDING ITS WAY TO HEALTH POLICY,HTA IN CENTRAL-EASTERN-SOUTHERN EUROPE: FINDING ITS WAY TO HEALTH POLICY,100.0,100.0,100.0,100.0,2017.0,2017.0,,10.1017/s0266462317000988,openalex,openalex; crossref
100329,21235,Ground level impediments for proper adoption of rubber cultivation in Northern Province of Sri Lanka,Ground level impediments for proper adoption of rubber cultivation in Northern Province of Sri Lanka,100.0,100.0,100.0,100.0,2017.0,2017.0,,10.4038/jrrisl.v97i1.1877,repositories_combined,openalex; crossref; sljol; repositories_combined
25030,103405,Economic and technical feasibility of upcountry vegetable production in Halmillewa (IL1a),Economic and technical feasibility of upcountry vegetable production in Halmillewa (il1a),100.0,100.0,100.0,100.0,2017.0,2017.0,10.4038/tar.v28i4.8248,,openalex; crossref; sljol; repositories_combined,repositories_combined
134161,88005,Determinants of profitability of licensed commercial banks in Sri Lanka,Determinants of Profitability of Licensed Commercial Banks in Sri Lanka.,100.0,100.0,100.0,100.0,2017.0,2017.0,,,repositories_combined,repositories_combined
47757,32513,Weighted Gene Correlation Network Analysis (WGCNA) of Arabidopsis somatic embryogenesis (SE) and identification of key gene modules to uncover SE-associated hub genes,Weighted Gene Correlation Network Analysis (WGCNA) of Arabidopsis Somatic Embryogenesis (SE) and Identification of Key Gene Modules to Uncover SE-Associated Hub Genes,100.0,100.0,100.0,100.0,2022.0,2022.0,10.21203/rs.3.rs-1302556/v1,10.1155/2022/7471063,openalex; crossref,openalex; crossref; repositories_combined
127472,36572,Saline Toxicity and Antioxidant Response in Oryza sativa: An Updated Review,Saline Toxicity and Antioxidant Response in Oryza sativa: An Updated Review,100.0,100.0,100.0,100.0,2022.0,2022.0,10.1007/978-981-16-5059-8,10.1007/978-981-16-5059-8_4,repositories_combined,openalex; crossref
145398,101068,Physiological Responses of Spring Wheat Cultivars Grown in Warm and Cool Ecotopes,Physiological Responses of Spring Wheat Cultivars Grown in Warm and Cool Ecotopes,100.0,100.0,100.0,100.0,2022.0,2022.0,10.4038/tare.v25i1.5574,,sljol; repositories_combined,repositories_combined
85452,85451,PHACH 1173 - Pharmaceutical Chemistry I,PHACH 1173 - Pharmaceutical Chemistry I,100.0,100.0,100.0,100.0,2022.0,2022.0,,,repositories_combined,repositories_combined
91438,48999,Overlapped Speech Detection for Improved Speaker Diarization on Tamil Dataset,Overlapped Speech Detection for Improved Speaker Diarization on Tamil Dataset,100.0,100.0,100.0,100.0,2022.0,2022.0,,10.1109/slaai-icai56923.2022.10002438,repositories_combined,openalex; crossref
6113,91220,National development level effects on capital budgeting practices: a comparative study of nature vs nurture,National development level effects on capital budgeting practices a comparative study of nature vs nurture,100.0,100.0,100.0,100.0,2022.0,2022.0,10.1108/prr-08-2021-0043,,openalex; crossref,repositories_combined
17148,17147,LQG Control of a Quadrotor with Decoupled State Estimation with Extended Kalman Filters,LQG Control of a Quadrotor with Decoupled State Estimation with Extended Kalman Filters,100.0,100.0,100.0,100.0,2022.0,2022.0,10.36227/techrxiv.21587784.v1,10.36227/techrxiv.21587784,openalex; crossref,openalex; crossref
30093,47721,Quantification of dengue virus specific T cell responses and correlation with viral load and clinical disease severity in acute dengue infection,Quantification of dengue virus specific T cell responses and correlation with viral load and clinical disease severity in acute dengue infection,100.0,100.0,100.0,100.0,2018.0,2018.0,10.1371/journal.pntd.0006540,10.1101/325944,openalex; crossref,openalex; crossref
45724,103842,Preliminary screening of two marine algae and sea grass harvested from Sri Lankan waters against the LPS-induced inflammatory responses in RAW 264.7 macrophages and in vivo zebrafish embryo model,Preliminary screening of two marine algae and sea grass harvested from Sri Lankan waters against the LPS-induced inflammatory responses in RAW 264.7 macrophages and in vivo zebrafish embryo model,100.0,100.0,100.0,100.0,2018.0,2018.0,10.4038/jnsfsr.v46i2.8412,,openalex; crossref; sljol; repositories_combined,repositories_combined
77955,43113,Optical observations of electrical activity in cloud discharges,Optical observations of electrical activity in cloud discharges,100.0,100.0,100.0,100.0,2018.0,2018.0,,10.1016/j.jastp.2018.03.007,repositories_combined,openalex; crossref
39990,104287,Morphological characterization of local and introduced finger millet (Elusine coracana (L.) Gaertn) germplasm in Sri Lanka,Morphological characterization of local and introduced finger millet (elusine coracana (l.) gaertn) germplasm in Sri Lanka,100.0,100.0,100.0,100.0,2018.0,2018.0,10.4038/tar.v29i2.8287,,openalex; crossref; sljol; repositories_combined,repositories_combined
23317,117216,Death of a man managed for backache following a fall from a height,Death of a man managed for backache following a fall from a height,100.0,100.0,100.0,100.0,2018.0,2018.0,10.4038/sljfmsl.v9i1.7784,,openalex; crossref; sljol; repositories_combined,repositories_combined
14238,68654,BUILDING ONTOLOGIES OVER RELATIONAL DATABASES,BUILDING ONTOLOGIES OVER RELATIONAL DATABASES,100.0,100.0,100.0,100.0,2018.0,2018.0,10.29121/granthaalayah.v6.i11.2018.1123,10.5281/zenodo.1929732,openalex; crossref,openalex
168665,6322,Application of machine learning algorithms for solar power forecasting in Sri Lanka,Application of Machine Learning Algorithms for Solar Power Forecasting in Sri Lanka,100.0,100.0,100.0,100.0,2018.0,2018.0,,10.1109/eecon.2018.8541017,repositories_combined,openalex; crossref
39292,83266,Amoebic Liver Abscess and Indigenous Alcoholic Beverages in the Tropics,Amoebic liver abscess and indigenous alcoholic beverages in the tropics,100.0,100.0,100.0,100.0,2018.0,2018.0,10.1155/2018/6901751,,openalex; crossref,repositories_combined
86518,25073,"Algal Dominance and Impacts of Tourism on Coral Reefs in Casurina Beach, Karainagar Island, Jaffna Peninsula, Sri Lanka","Algal dominance and impacts of tourism on coral reefs in Casurina beach, Karainagar Island, Jaffna Peninsula, Sri Lanka",100.0,100.0,100.0,100.0,2018.0,2018.0,,10.4038/tar.v30i2.8313,repositories_combined,openalex; crossref; sljol; repositories_combined
14231,68700,THE DEPICTION OF VILLAGE LIFE AND THEIR PROBLEMS IN ‘GODAN’ BY PREMCHAND AND ‘GAMPERALIYA’ BY A SRI LANKAN NOVELIST MARTIN WIKRAMASINGHA,The Depiction Of Village Life And Their Problems In 'Godan' By Premchand And 'Gamperaliya' By A Sri Lankan Novelist Martin Wikramasingha,100.0,100.0,100.0,100.0,2017.0,2017.0,10.29121/granthaalayah.v5.i11.2017.2325,10.5281/zenodo.1065968,openalex; crossref,openalex
44032,46112,"Structural relationships between inertia, satisfaction, loyalty and revisit behaviour: empirical evidence from local tourists in Chengdu","Structural relationships between inertia, satisfaction, loyalty and revisit behaviour: empirical evidence from local tourists in Chengdu",100.0,100.0,100.0,100.0,2017.0,2017.0,10.1504/ijltm.2017.086442,10.1504/ijltm.2017.10007471,openalex; crossref,openalex; crossref
68720,14234,Rationality: A Central Point Between Traditional Finance And Behavioural Finance,RATIONALITY: A CENTRAL POINT BETWEEN TRADITIONAL FINANCE AND BEHAVIOURAL FINANCE,100.0,100.0,100.0,100.0,2017.0,2017.0,10.5281/zenodo.821706,10.29121/granthaalayah.v5.i6.2017.2048,openalex,openalex; crossref
129080,145992,EFFECT OF FOLIAR APPLICATION OF RED LARGE ONION (Allium cepa L.) PEEL SOLUTION ON GROWTH AND YIELD OF COWPEA (Vigna unguiculata L. WALP),Effect of foliar application of red large onion (Allium cepa L.) peel solution on growth and yield of cowpea (Vigna unguiculata L. WALP),100.0,100.0,100.0,100.0,2022.0,2022.0,,10.4038/tare.v25i3.5593,repositories_combined,sljol; repositories_combined
69112,49627,DeepSelectNet: Deep Neural Network Based Selective Sequencing for Oxford Nanopore Sequencing,DeepSelectNet: Deep Neural Network Based Selective Sequencing for Oxford Nanopore Sequencing,100.0,100.0,100.0,100.0,2022.0,2022.0,10.5281/zenodo.7111365,10.1101/2022.10.24.513498,openalex,openalex; crossref
37139,87792,Cs2AgBiBr6 as a mixed anion perovskites for photovoltaic applications: A first-principle study,Cs2AgBiBr6 as a mixed anion perovskites for photovoltaic applications: A first-principle study,100.0,100.0,100.0,100.0,2022.0,2022.0,10.1016/j.matpr.2022.06.063,,openalex; crossref,repositories_combined
83506,87267,Characteristics and Influencing Factors of Healthcare Utilization in Post-conflict Primary Care Attendees in Northern Sri Lanka,Characteristics and Influencing Factors of Healthcare Utilization in Post-conflict Primary Care Attendees in Northern Sri Lanka,100.0,100.0,100.0,100.0,2022.0,2022.0,,,repositories_combined,repositories_combined
26601,54532,ANALYSIS OF MULTI USER-BASED MULTI USER COOPERATIVE INFORMATION SYSTEM ANALYSIS WITH RND METHOD,ANALYSIS OF MULTI USER-BASED MULTI USER COOPERATIVE INFORMATION SYSTEM ANALYSIS WITH RND METHOD,100.0,100.0,100.0,100.0,2022.0,2022.0,10.51903/jmi.v1i1.136,10.56910/literacy.v1i1.20,openalex; crossref,openalex; crossref
99298,25286,A REVIEW OF RECENT CHANGES IN RAINFALL TREND IN SRI LANKA,A Review of Recent Changes in Rainfall Trend in Sri Lanka,100.0,100.0,100.0,100.0,2022.0,2022.0,,10.4038/tare.v25i1.5584,repositories_combined,openalex; crossref; sljol; repositories_combined
11566,11567,"Usage of Cloud Storage Facilities by Medical students in a low-middle income country, Sri Lanka: A cross sectional study","Usage of Cloud Storage Facilities by Medical students in a low-middle income country, Sri Lanka: A cross sectional study",100.0,100.0,100.0,100.0,2019.0,2019.0,10.21203/rs.2.11638/v1,10.21203/rs.2.11638/v2,openalex; crossref,openalex; crossref
36745,134104,State-Minority Contestations in Post-colonial Sri Lanka,State-minority contestations in post-colonial Sri Lanka,100.0,100.0,100.0,100.0,2019.0,2019.0,10.2478/jesr-2019-0065,,openalex; crossref,repositories_combined
99792,20766,"Some biological aspects and molecular variations in frigate tuna,Auxis thazard of the coastal waters around Sri Lanka","Some biological aspects and molecular variations in frigate tuna, Auxis thazard of the coastal waters around Sri Lanka",100.0,100.0,100.0,100.0,2019.0,2019.0,,10.4038/jnsfsr.v47i3.9427,repositories_combined,openalex; crossref; sljol; repositories_combined
35365,92226,"Repatriation of academics: organizational support, adjustment and intention to leave","Repatriation of academics organizational support, adjustment and intention to leave",100.0,100.0,100.0,100.0,2019.0,2019.0,10.1108/mrr-04-2019-0151,,openalex; crossref,repositories_combined
136760,4807,In silico identification of microRNAs and their target genes in watermelon (Citrullus lanatus),In silico identification of microRNAs and their target genes in watermelon (Citrullus lanatus),100.0,100.0,100.0,100.0,2019.0,2019.0,,10.1016/j.scienta.2019.02.012,repositories_combined,openalex; crossref
14053,66199,"Effects of compost particle size, moisture content and binding agents on co-compost pellet properties","Effects of compost particle size, moisture content and binding agents on co-compost pellet properties",100.0,100.0,100.0,100.0,2019.0,2019.0,10.25165/j.ijabe.20191204.4354,10.25165/ijabe.v12i4.4354,openalex; crossref,openalex
48918,77056,"Effect Of Long Term Inhaled Corticosteroid Therapy On Adrenal Suppression, Growth And Bone Health In Children With Asthma","Effect of long term inhaled corticosteroid therapy on adrenal suppression, growth and bone health in children with asthma",100.0,100.0,100.0,100.0,2019.0,2019.0,10.21203/rs.2.11293/v1,,openalex; crossref,repositories_combined
7058,87662,Convolutional Neural Network and Feature Encoding for Predicting the Outcome of Cricket Matches,Convolutional neural network and feature encoding for predicting the outcome of cricket matches,100.0,100.0,100.0,100.0,2019.0,2019.0,10.1109/iciis47346.2019.9063316,,openalex; crossref,repositories_combined
103054,17984,Colour as an agent for low energy design:a field experiment implemented in Sri Lanka,Colour as an agent for low energy design: a field experiment implemented in Sri Lanka,100.0,100.0,100.0,100.0,2019.0,2019.0,,10.4038/besl.v13i1.7666,repositories_combined,openalex; crossref; sljol; repositories_combined
1958,81896,Climatology of lightning flash activities over Sri Lanka,Climatology of lightning flash activities over Sri Lanka,100.0,100.0,100.0,100.0,2019.0,2019.0,10.1007/s00704-019-02808-w,,openalex; crossref,repositories_combined
